temp_max,estado
38.69671415301124,0
38.06173569882882,0
38.8476885381007,0
39.723029856408026,0
37.96584662527667,0
37.96586304305082,0
39.77921281550739,0
38.96743472915291,0
37.73052561406505,0
38.74256004358597,0
37.73658230718754,0
37.73427024642975,0
38.441962271566034,0
36.286719755342205,0
36.47508216748697,0
37.63771247075903,0
37.18716887966558,0
38.51424733259528,0
37.29197592447879,0
36.78769629866471,0
39.66564876892156,0
37.974223699513466,0
38.26752820468793,0
36.77525181378655,0
37.65561727547482,0
38.31092258970987,0
37.0490064225777,0
38.57569801834568,0
37.5993613100812,0
37.90830625020673,0
37.5982933877706,0
40.05227818450894,0
38.18650277526207,0
37.1422890710441,0
39.02254491210319,0
36.97915635002898,0
38.40886359500476,0
36.24032987612023,0
36.87181395110157,0
38.396861235869125,0
38.93846657999541,0
38.37136828118997,0
38.08435171761176,0
37.89889630441071,0
36.72147800963258,0
37.48015579160529,0
37.73936122904021,0
39.25712222621892,0
38.543618289568464,0
36.43695984463727,0
38.5240839693948,0
37.81491771958369,0
37.523077999694046,0
38.81167628884087,0
39.23099952249596,0
39.1312801191162,0
37.360782476777366,0
37.89078762414879,0
38.531263431403566,0
39.17554512712236,0
37.72082576215471,0
38.014341023336186,0
37.09366502599397,0
37.00379337591933,0
39.0125258223942,0
39.556240028570826,0
38.12798987841967,0
39.203532897892025,0
38.56163602504764,0
37.55488024539488,0
38.561395605508416,0
39.73803656646597,0
38.16417396089005,0
39.76464365581401,0
35.58025489591026,0
39.02190250437523,0
38.287047068238174,0
37.90099264953413,0
38.291760776535504,0
36.21243108539911,0
37.98032811216249,0
38.55711257151175,0
39.67789404474152,0
37.681729781726354,0
37.39150639710682,0
37.69824295641546,0
39.11540211770208,0
38.52875110965969,0
37.67023979623296,0
38.71326743311336,0
38.297077549348046,0
39.16864499053289,0
37.49794690612265,0
37.87233785340224,0
37.80789184686785,0
36.73648505186789,0
38.49612027706458,0
38.46105527217989,0
38.20511345664247,0
37.96541286662485,0
36.78462925794959,0
37.77935467723464,0
37.857285483473234,0
37.39772273077838,0
38.03871428833399,0
38.60405085681454,0
40.08618590121053,0
38.374577812831845,0
38.457550390722766,0
38.12555408423383,0
36.28122878470096,0
38.173486124550784,0
38.26023020994103,0
40.66324211248529,0
38.00763903521888,0
38.501547342333616,0
38.16528823029476,0
37.03132196238048,0
39.342822814515024,0
38.951933032686775,0
38.99103194704305,0
37.29061254520526,0
39.602794310936105,0
36.79814893720772,0
38.78685709380027,0
40.390455625809984,0
37.20946367486931,0
37.63370227039723,0
38.29965136508764,0
37.6965243458838,0
36.64933656893387,0
38.26856297480603,0
37.1376962862739,0
38.67359243063518,0
37.2805757657662,0
39.74993440501754,0
37.41674670766377,0
37.87793848379432,0
39.01351721736968,0
36.96913568356605,0
38.42745993460413,0
39.507142754282434,0
36.59251676543877,0
38.384633858532304,0
38.45988279424843,0
38.98182287177731,0
36.96304928912192,0
36.87954338691573,0
38.7219415656169,0
38.49698467323319,0
38.45049285034588,0
38.54644820949698,0
37.51997527842151,0
38.43225369716101,0
38.49307247329868,0
37.48564858197364,0
40.06577451114476,0
38.67383292091179,0
37.00869650279736,0
38.85655360863383,0
37.22531832977268,0
38.98708460374245,0
39.35859557900741,0
37.379317681648295,0
39.16337612924433,0
38.6127809269365,0
39.022060159994496,0
40.09679298265395,0
37.95461188399713,0
37.44626383564251,0
37.31048557037448,0
37.384189715034566,0
38.1228982905859,0
38.54115197481665,0
38.47669079933002,0
39.02718324903603,0
38.21300189187791,0
39.65353407715732,0
37.935343166762046,0
40.92016916658962,0
38.82566734776501,0
37.34284244358372,0
37.12910750193889,0
38.68247241524319,0
37.97653721467415,0
38.91400049409209,0
38.673237624573545,0
38.12717108734313,0
37.3532062819316,0
36.68515277531414,0
37.75348504793298,0
39.05639879432348,0
38.414093744130206,0
36.954261221288014,0
38.37318092585119,0
38.58531737972884,0
37.31614256379887,0
38.35372510594553,0
38.258208718446,0
37.05702970216938,0
38.557787360348286,0
38.76078452636824,0
39.28305124317528,0
39.25380205203491,0
36.82233063204291,0
37.26217496008488,0
38.71503526720866,0
38.71378595091221,0
38.71504768630605,0
42.05273149065472,0
38.77089051069317,0
39.33556564018061,0
39.154001763493206,0
38.8513912513058,0
37.884730755359655,0
38.95896922049327,0
37.427174785462434,0
37.96318139326,0
37.7146364521709,0
38.281874139386325,0
40.51465856667351,0
36.33273480740826,0
38.886260190374514,0
36.58728412881035,0
37.72806813421057,0
39.28895059696737,0
38.264280019095466,0
37.1222552220707,0
37.48469629074003,0
38.87959774893468,0
37.469633368282864,0
38.41645858958198,0
38.24557183990382,0
37.54839965239419,0
40.343944089325326,0
38.833919022318014,0
36.1748574133424,0
38.38645431476943,0
37.53821353523161,0
39.05243333479623,0
37.4074792615673,0
38.08526355853311,0
38.70498727898046,0
39.06575519417012,0
36.99970359294423,0
37.86549876415906,0
37.725054688839045,0
37.54667076742629,0
39.9654542402811,0
38.60498171096096,0
39.09979678005582,1
38.542810012698766,1
39.03136477112947,1
41.66973433559019,1
39.06578144451847,1
43.72209668428861,1
40.94131327114516,1
40.540286960803336,1
39.18413488576442,1
41.21040284323168,1
39.55167082589089,1
40.45861275903896,1
43.62810989974943,1
40.17512213035796,1
41.794055324171374,1
39.38587064733635,1
40.25451496235394,1
42.60204082632616,1
39.4849428248759,1
42.656183125396005,1
41.22007751609212,1
39.56879319133745,1
41.12213006077217,1
41.56432078451475,1
41.10835295088236,1
38.2587078641424,1
39.35472167142767,1
39.97822577378304,1
40.20323654216994,1
41.10687372681588,1
40.531011301213226,1
38.56405233367686,1
40.79425720630775,1
41.09376146886897,1
41.02772758231035,1
41.705014943221,1
41.38409880091357,1
40.896934102996966,1
40.20878457510376,1
38.14075078642921,1
40.85850368487236,1
40.56999399331204,1
40.65305248835399,1
38.6402268514336,1
38.89462649746925,1
41.66909870933277,1
40.24857829998635,1
41.18595090658441,1
40.3368138889696,1
40.33868298134447,1
41.5197689477688,1
39.62914185331741,1
40.42495701002328,1
39.69904212468344,1
39.73515490433799,1
39.89807623949076,1
40.58877390312382,1
39.67762679183748,1
41.932482963245576,1
39.137010507114645,1
40.05706686259023,1
39.72834962424357,1
42.18107124965985,1
40.55552120946504,1
41.641397901309226,1
38.36877151505193,1
40.64716534563004,1
41.45652003431047,1
40.40696918605805,1
41.68512448758496,1
39.62752501486951,1
42.13215167224125,1
43.28856756070502,1
39.82830987142844,1
39.72084672217899,1
42.18939982025301,1
42.353443789449926,1
39.62028196470075,1
39.75375713777538,1
39.93368000848134,1
38.55221433565544,1
39.10575246957054,1
38.99461700322231,1
39.30186316536463,1
40.25490964639718,1
40.60447915229747,1
42.3156506406583,1
39.00213974703957,1
41.57961911801956,1
40.02181450250684,1
40.23569717745183,1
41.17726533981658,1
38.840461371969006,1
40.79713267003926,1
40.51638787067697,1
40.94018664321059,1
40.67591923708016,1
43.49189018188416,1
39.47093802047328,1
39.60970395849763,1
39.4899173156478,1
39.577879745091664,1
39.471396734501525,1
41.84572149043981,1
42.14665552238681,1
39.55802981812568,1
39.2179377549645,1
40.912840223302325,1
39.582110042434735,1
41.12281136308216,1
40.563799927106686,1
38.3295326505036,1
42.31175676172908,1
42.634640975024176,1
39.50337470237029,1
39.79598797208322,1
40.67162500794237,1
40.73479382698313,1
41.15610755447468,1
42.913265900396254,1
40.06996860425773,1
39.26221358210001,1
38.50688500358111,1
39.3497909480755,1
40.25693493526406,1
42.63292522257312,1
39.627105311252976,1
40.590924337130566,1
40.27865023510542,1
41.84491125548251,1
43.5850121536357,1
39.60987059520358,1
39.66372872472631,1
41.65740914018979,1
41.1864589365142,1
42.70071952345684,1
41.05910664092375,1
39.83292028197682,1
41.0678512799,1
41.74131465475778,1
41.36662683555657,1
40.959456240439486,1
41.6866770964659,1
41.820084267579375,1
42.09680668834879,1
41.143322853866536,1
40.08274649558809,1
40.49072779236332,1
41.86846165646086,1
39.23798362771659,1
