estado,temp_ocular_real,temp_ocular_corr,distancia_cm,temp_ambiente,hora_medicion,delta_ambiental,zona_riesgo
0,38.69671415301124,38.50220916551066,15.618101782710436,24.72385431116733,13.851675858408672,13.972859841843913,1
0,38.06173569882882,38.43931363654738,24.260714596148745,17.585795431577495,6.960390837191239,20.475940267251325,0
0,38.8476885381007,39.21531265239742,20.979909127171076,28.085918450322225,8.907957737444868,10.761770087778473,1
0,39.723029856408026,39.54642605131169,18.979877262955547,24.19674358603862,15.28415215775101,15.526286270369404,1
0,37.96584662527667,37.86113553397317,12.340279606636548,17.358058253354315,12.344230244145837,20.607788371922354,0
0,37.96586304305082,38.024519433102256,12.33991780504304,29.435070862218105,17.135628741444535,8.530792180832712,0
0,39.77921281550739,39.97779614439976,10.871254182522993,22.77548195002981,11.145016900096252,17.003730865477582,1
0,38.96743472915291,38.9112521857754,22.99264218662403,16.093476778074823,16.437748389767076,22.87395795107809,1
0,37.73052561406505,37.564780051470194,19.01672517614813,24.402493566226006,11.38746524973885,13.328032047839045,0
0,38.74256004358597,38.86961613115846,20.621088666940683,18.797983605192154,17.750979344423826,19.944576438393813,1
0,37.73658230718754,37.82355678577473,10.308767414437037,27.055401778159535,17.51801257678652,10.681180529028005,0
0,37.73427024642975,37.92186135117206,24.548647782429917,27.267331103492857,9.949640466672964,10.466939142936894,0
0,38.441962271566034,38.52252631729744,22.48663961200633,29.684210337819927,16.63108404500164,8.757751933746107,1
0,36.286719755342205,36.219775656277065,13.185086660174143,22.528042965367554,16.17133649058779,13.75867678997465,0
0,36.47508216748697,36.76540517443267,12.727374508106509,21.824353195916057,8.528164767930754,14.65072897157091,0
0,37.63771247075903,37.56958292734642,12.751067647801507,26.30213408169721,13.491484809399235,11.335578389061816,0
0,37.18716887966558,37.12410352123897,14.563633644393066,16.987059845128897,6.872187787077778,20.20010903453668,0
0,38.51424733259528,38.434370138344825,17.871346474483566,23.203732706896865,16.04052864700154,15.310514625698417,0
0,37.29197592447879,36.8944502879843,16.479175279631736,23.193714001962764,8.09455060204196,14.098261922516027,0
0,36.78769629866471,36.769263225262755,14.368437102970628,16.342096842155808,6.849776416629174,20.445599456508905,0
0,39.66564876892156,39.74984190973917,19.17779342083569,21.269761282603703,10.802629146465733,18.395887486317854,1
0,37.974223699513466,38.05760582417194,12.092407909780627,27.79927197850803,12.923065663195722,10.174951721005435,0
0,38.26752820468793,38.73726156536065,14.382169728028273,27.842304329919905,16.259003502717253,10.425223874768022,1
0,36.77525181378655,36.74809148020964,15.495427649405375,16.488564973795214,17.69091030626084,20.286686839991333,0
0,37.65561727547482,37.78911349407026,16.84104976325554,16.360813241217464,11.273910150838365,21.294804034257353,0
0,38.31092258970987,38.42847654275977,21.777639420895206,18.94043215502903,6.7253630758232426,19.37049043468084,0
0,37.0490064225777,37.55502807249352,12.995106732375396,28.121490938309904,14.989386948310448,8.927515484267794,0
